id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,km_class,km_per_year,km_per_month,company
992,Bajaj Avenger 220,75000.0,2019,Individual,1st owner,3500,95000.0,4,1,875.0,72.917,Bajaj
993,Bajaj Avenger 220,72000.0,2018,Individual,1st owner,500,95000.0,5,1,100.0,8.333,Bajaj
994,TVS Apache RTR 160,65000.0,2019,Individual,1st owner,11800,81000.0,4,3,2950.0,245.833,TVS
995,Bajaj Pulsar 150,65000.0,2017,Individual,1st owner,5000,74000.0,6,1,833.333,69.444,Bajaj
996,Honda CBR 150,65000.0,2016,Individual,1st owner,23500,120000.0,7,5,3357.143,279.762,Honda
997,Hero Extreme,65000.0,2015,Individual,1st owner,16000,78700.0,8,4,2000.0,166.667,Hero
998,Honda CB Hornet 160R,60000.0,2018,Individual,1st owner,15000,87000.0,5,3,3000.0,250.0,Honda
999,Bajaj Avenger 220 dtsi,60000.0,2017,Individual,1st owner,16600,95000.0,6,4,2766.667,230.556,Bajaj
1000,Honda CBR 150,60000.0,2015,Individual,1st owner,32000,120000.0,8,7,4000.0,333.333,Honda
1001,Bajaj Avenger 150 street,60000.0,2018,Individual,1st owner,20000,80000.0,5,4,4000.0,333.333,Bajaj
1002,Yamaha FZ  v 2.0,60000.0,2017,Individual,1st owner,29000,84000.0,6,6,4833.333,402.778,Yamaha
1003,Yamaha FZ  v 2.0,60000.0,2018,Individual,1st owner,25000,84000.0,5,5,5000.0,416.667,Yamaha
1004,Bajaj Pulsar  NS 200,60000.0,2016,Individual,1st owner,25000,99000.0,7,5,3571.429,297.619,Bajaj
1005,TVS Apache RTR 160,60000.0,2014,Individual,1st owner,19000,81000.0,9,4,2111.111,175.926,TVS
1006,Hero Extreme,55000.0,2016,Individual,1st owner,15000,78700.0,7,3,2142.857,178.571,Hero
1007,Yamaha FZ S V 2.0,55000.0,2017,Individual,1st owner,58000,84000.0,6,12,9666.667,805.556,Yamaha
1008,Bajaj Pulsar 220 F,52000.0,2012,Individual,1st owner,45000,94000.0,11,9,4090.909,340.909,Bajaj
1009,Bajaj Pulsar 220 F,51000.0,2018,Individual,1st owner,24000,94000.0,5,5,4800.0,400.0,Bajaj
1010,TVS Apache RTR 180,50000.0,2013,Individual,1st owner,6000,82600.0,10,2,600.0,50.0,TVS
1011,Hero Passion X pro,50000.0,2018,Individual,1st owner,31000,55000.0,5,7,6200.0,516.667,Hero
1012,Bajaj Pulsar NS 200,50000.0,2014,Individual,1st owner,13000,99000.0,9,3,1444.444,120.37,Bajaj
1013,Bajaj Pulsar NS 200,50000.0,2015,Individual,1st owner,45000,99000.0,8,9,5625.0,468.75,Bajaj
1014,Yamaha Fazer ,50000.0,2016,Individual,1st owner,8000,88000.0,7,2,1142.857,95.238,Yamaha
1015,Honda Activa 4G,48000.0,2019,Individual,1st owner,4300,51000.0,4,1,1075.0,89.583,Honda
1016,TVS Sport ,48000.0,2019,Individual,1st owner,15000,52000.0,4,3,3750.0,312.5,TVS
1017,Yamaha FZ S V 2.0,48000.0,2017,Individual,1st owner,23000,84000.0,6,5,3833.333,319.444,Yamaha
1018,Honda Dream Yuga ,48000.0,2019,Individual,1st owner,8600,54000.0,4,2,2150.0,179.167,Honda
1019,Honda Activa 4G,45000.0,2019,Individual,1st owner,4000,51000.0,4,1,1000.0,83.333,Honda
1020,Bajaj Avenger Street 220,45000.0,2013,Individual,1st owner,24000,95000.0,10,5,2400.0,200.0,Bajaj
1021,TVS Apache RTR 180,45000.0,2016,Individual,1st owner,23000,82600.0,7,5,3285.714,273.81,TVS
1022,Bajaj Pulsar NS 200,45000.0,2014,Individual,1st owner,14500,99000.0,9,3,1611.111,134.259,Bajaj
1023,Bajaj Avenger 220 dtsi,45000.0,2012,Individual,1st owner,27000,95000.0,11,6,2454.545,204.545,Bajaj
1024,Hero Splender iSmart,45000.0,2018,Individual,1st owner,14000,54000.0,5,3,2800.0,233.333,Hero
1025,Activa 3g,45000.0,2018,Individual,1st owner,500,54000.0,5,1,100.0,8.333,Activa
1026,Hero Passion Pro,45000.0,2018,Individual,1st owner,1000,55000.0,5,1,200.0,16.667,Hero
1027,TVS Apache RTR 160,42000.0,2016,Individual,1st owner,42000,81000.0,7,9,6000.0,500.0,TVS
1028,Honda CB Trigger,42000.0,2015,Individual,1st owner,12000,73000.0,8,3,1500.0,125.0,Honda
1029,Hero Splender iSmart,40000.0,2017,Individual,1st owner,14000,54000.0,6,3,2333.333,194.444,Hero
1030,Yamaha FZ S ,40000.0,2014,Individual,1st owner,5500,83000.0,9,2,611.111,50.926,Yamaha
1031,Hero Passion Pro,40000.0,2017,Individual,1st owner,6700,55000.0,6,2,1116.667,93.056,Hero
1032,Bajaj Pulsar 135 LS,40000.0,2016,Individual,1st owner,13700,64000.0,7,3,1957.143,163.095,Bajaj
1033,Activa 4g,40000.0,2019,Individual,1st owner,1300,51000.0,4,1,325.0,27.083,Activa
1034,Honda CB Unicorn,38000.0,2017,Individual,1st owner,38600,72000.0,6,8,6433.333,536.111,Honda
1035,Hero Honda CBZ extreme,38000.0,2013,Individual,1st owner,75000,78700.0,10,15,7500.0,625.0,Hero Honda
1036,Honda Karizma,35000.0,2013,Individual,1st owner,30000,105000.0,10,6,3000.0,250.0,Honda
1037,Honda Activa 125,35000.0,2018,Individual,1st owner,24000,57000.0,5,5,4800.0,400.0,Honda
1038,TVS Jupyter,35000.0,2016,Individual,1st owner,19000,52000.0,7,4,2714.286,226.191,TVS
1039,Honda Karizma,31000.0,2012,Individual,1st owner,213000,105000.0,11,43,19363.636,1613.636,Honda
1040,Hero Honda Passion Pro,30000.0,2014,Individual,1st owner,60000,51000.0,9,12,6666.667,555.556,Hero Honda
1041,Hero Splender Plus,30000.0,2018,Individual,1st owner,50000,48000.0,5,10,10000.0,833.333,Hero
1042,Honda CB Shine,30000.0,2015,Individual,1st owner,30000,58000.0,8,6,3750.0,312.5,Honda
1043,Bajaj Discover 100,27000.0,2015,Individual,1st owner,21000,47000.0,8,5,2625.0,218.75,Bajaj
1044,Bajaj Pulsar 150,25000.0,2010,Individual,2nd owner,26000,75000.0,13,6,2000.0,166.667,Bajaj
1045,Suzuki Access 125,25000.0,2010,Individual,1st owner,1900,58000.0,13,1,146.154,12.179,Suzuki
1046,TVS Wego,25000.0,2012,Individual,1st owner,22000,52000.0,11,5,2000.0,166.667,TVS
1047,Honda CB twister,25000.0,2015,Individual,1st owner,32000,51000.0,8,7,4000.0,333.333,Honda
1048,Hero Glamour,25000.0,2015,Individual,1st owner,18000,57000.0,8,4,2250.0,187.5,Hero
1049,Hero Super Splendor,20000.0,2007,Individual,1st owner,55000,57000.0,16,11,3437.5,286.458,Hero
1050,Bajaj Pulsar 150,20000.0,2010,Individual,1st owner,60000,75000.0,13,12,4615.385,384.615,Bajaj
1051,Bajaj Discover 125,20000.0,2014,Individual,2nd owner,25000,57000.0,9,5,2777.778,231.481,Bajaj
1052,Hero Hunk,20000.0,2009,Individual,2nd owner,49000,75000.0,14,10,3500.0,291.667,Hero
1053,Hero  Ignitor Disc,20000.0,2015,Individual,2nd owner,24000,65000.0,8,5,3000.0,250.0,Hero
1054,Hero  CBZ Xtreme,20000.0,2010,Individual,1st owner,50000,78700.0,13,10,3846.154,320.513,Hero
1055,Bajaj  ct 100,18000.0,2017,Individual,1st owner,35000,32000.0,6,7,5833.333,486.111,Bajaj
1056,Activa 3g,17000.0,2010,Individual,1st owner,500000,52000.0,13,100,38461.538,3205.128,Activa
1057,Honda CB twister,16000.0,2012,Individual,1st owner,33000,51000.0,11,7,3000.0,250.0,Honda
1058,Bajaj Discover 125,15000.0,2013,Individual,2nd owner,35000,57000.0,10,7,3500.0,291.667,Bajaj
1059,Honda CB Shine,12000.0,2009,Individual,1st owner,53000,58000.0,14,11,3785.714,315.476,Honda
1060,Bajaj Pulsar 150,10000.0,2008,Individual,1st owner,92233,75000.0,15,19,6148.867,512.406,Bajaj
